AccountId,TransactionId,TransactionId_OBIE,BookingDateTime,ValueDateTime,RawDateString,InstructedAmount,TransactionAmount,Currency,OriginalCurrency,ExchangeRate,TransactionType,MerchantCategoryCode,BankTransactionCode,ProprietaryBankTransactionCode,Reference,Balance,CounterpartyName,CounterpartyAccount,Status,merchant_name,category
A003,T639482,O5685963,2025-11-06 06:09:40,2025-11-06 06:09:40,,669.13,669.13,USD,USD,,Transfer,7997,BTC220,PBC862,REF67653,6082.35,,,Failed,Gmybox ,Fitness
A001,T585820,O3402268,2025-02-05 15:21:46,2025-02-05 15:21:46,,-178.44,-178.44,GBP,GBP,,Refund,5942,BTC342,PBC897,REF71905,2298.11,,,Pending, Amazon, Online Shopping
A002,T746551,O6650746,2025-11-01 12:44:57,2025-11-02 12:44:57,,-65.04,-65.04,EUR,EUR,,Debit,6012,BTC326,PBC769,REF22293,19156.73,,,Booked,overdraft fee,Bank Fees 
A001,T344462,O9609150,2025-12-03 20:01:46,2025-12-04 20:01:46,2025/12/03 20:01:46,2500,2500,GBP,GBP,,Refund,6011,BTC464,PBC634,REF69151,19422.9,,,Pending,PAYROLL TLD,Income
A001,T790130,O8097623,2025-03-22 09:11:55,2025-03-23 09:11:55,,-35,-35,GBP,GBP,,Credit,6012,BTC657,PBC275,REF57652,4215.08,,,Booked, Overdraft Fee,Bank Fees
A002,T531762,O5323737,2025-02-28 22:34:46,2025-02-28 22:34:46,,-318.43,-318.43,EUR,EUR,,Credit,4900,BTC468,PBC673,REF57312,6372.9,,,Booked, Electricity Co,Utilities
A003,T719014,O3046668,2025-02-28 15:11:53,2025-02-28 15:11:53,2025-02-28 15:11:53,-90.49,-90.49,USD,USD,,Credit,5411,BTC797,PBC796,REF47261,16576.52,,,Booked,Tesco , Food Store 
A003,T827774,O6716235,2025-06-15 11:18:49,2025-06-15 11:18:49,,-485.53,-485.53,USD,USD,,Refund,5712,BTC493,PBC167,REF73225,15470.59,,,Booked,IEKA,Home Furnishing
A001,T407059,O5841206,2025-11-13 08:00:30,2025-11-13 08:00:30,,-27.68,-27.68,GBP,GBP,,Credit,4121,BTC691,PBC240,REF39115,3628.2,,,Booked,bUer, Transport 
A001,T822877,O1261602,2025-05-07 17:34:03,2025-05-08 17:34:03,2025-05-07 17:34:03,-699.6,-699.6,GBP,GBP,,Credit,5651,BTC684,PBC755,REF37097,18410.56,Counterparty 98,CP316037,Pending, Zaar, Clothing
A001,T524723,O8751982,2025-02-24 20:20:04,2025-02-24 20:20:04,,13.71,13.71,GBP,GBP,,Debit,0,BTC673,PBC536,REF53383,2914.13,,,Booked,**** ,Corrupted
A001,T814993,O6254989,2025-05-10 20:56:57,2025-05-10 20:56:57,,-37.96,-37.96,EUR,GBP,1.1525,Refund,5812,BTC884,PBC995,REF90226,9433.54,,,Booked,Starbucks , Food & Drink 
A003,T752179,O6485409,2025-11-13 17:30:42,2025-11-14 17:30:42,,-760.36,-760.36,USD,USD,,Credit,5651,BTC491,PBC719,REF33474,14963.6,,,Booked, Zara , Clothing 
A003,T535998,O4086368,2025-03-16 07:23:10,2025-03-16 07:23:10,,500,500,USD,USD,,Credit,6012,BTC422,PBC869,REF96298,9224.78,Counterparty 43,CP362773,Pending,Overdraft Fee,Bank Fees
A002,T949884,O8467726,2025-06-21 14:15:07,2025-06-21 14:15:07,21-06-2025 14:15:07,-1000,-1000,EUR,EUR,,Transfer,6513,BTC276,PBC830,REF69250,13024.64,,,Pending,LANDLORD LTD,Rent / Mortgage
A002,T938621,O1574205,2025-11-23 18:18:56,2025-11-24 18:18:56,2025-11-23 18:18:56,-25.52,-25.52,EUR,EUR,,Refund,5812,BTC248,PBC693,REF96665,12269.48,,,Pending,Starbucks,Food & Drink
A002,T332286,O6254872,2025-10-16 16:22:08,2025-10-17 16:22:08,,-79.35,-79.35,EUR,EUR,,Refund,5812,BTC272,PBC104,REF66139,4810.28,,,Booked,Starbucks ,Food & Drink 
A001,T686741,O7222689,2025-10-23 19:47:38,2025-10-23 19:47:38,23/10/2025 19:47,-63.08,-63.08,GBP,GBP,,Credit,5311,BTC409,PBC504,REF59930,11190.23,,,Booked, Target , Retail 
A001,T699198,O6639966,2025-11-01 18:03:19,2025-11-02 18:03:19,2025-11-01 18:03:19,-6.86,-6.86,GBP,GBP,,Credit,5812,BTC251,PBC235,REF61684,10511.2,,,Booked, Starbucks, Food & Drink
A002,T673929,O1110277,2025-05-25 20:18:40,2025-05-25 20:18:40,,-98.46,-98.46,EUR,EUR,,Transfer,4899,BTC552,PBC181,REF63759,12015.09,,,Booked, Netflix,Streaming / Subscriptions
A001,T976497,O1331732,2025-06-25 07:27:54,2025-06-26 07:27:54,,-170.7,-170.7,GBP,GBP,,Refund,5651,BTC663,PBC551,REF77056,12014.17,,,Booked,Zara,Clothing 
A002,T674485,O9468772,2025-01-25 09:49:27,2025-01-25 09:49:27,,-86.84,-86.84,EUR,EUR,,Refund,4900,BTC727,PBC934,REF68008,17841.37,,,Failed,Electricity Co ,Utilities 
A002,T440894,O8203855,2025-04-05 20:05:01,2025-04-05 20:05:01,,2500,2500,GBP,EUR,0.7126,Debit,6011,BTC111,PBC609,REF59055,19070.13,,,Booked,PAYROLL LTD,Income 
A003,T460041,O9707166,2025-08-18 20:19:43,2025-08-19 20:19:43,,-1300,-1300,USD,USD,,Debit,6513,BTC959,PBC569,REF47876,7372.03,,,Pending, LANDLORD LTD,Rent / Mortgage
A001,T238106,O7207931,2025-03-11 13:01:36,2025-03-11 13:01:36,,-119.21,-119.21,GBP,GBP,,Credit,5812,BTC764,PBC977,REF14450,788.68,,,Pending,Starbcuks,Food & Drink
A003,T367685,O9504541,2025-07-13 12:13:49,2025-07-13 12:13:49,,-474.22,-474.22,USD,USD,,Credit,4899,BTC192,PBC918,REF37568,18842.83,,,Booked,Netflix,Streaming / Subscriptions
A001,T107053,O3208458,2025-09-28 10:44:55,2025-09-29 10:44:55,,-642.89,-642.89,GBP,GBP,,Transfer,4899,BTC850,PBC954,REF89307,6580.72,,,Booked,Netlfix, Streaming / Subscriptions
A002,T758001,O9890570,2025-10-17 14:44:06,2025-10-17 14:44:06,,-103.72,-103.72,EUR,EUR,,Refund,5411,BTC688,PBC918,REF90425,19526.49,,,Booked,tesco,Grocery 
A001,T392172,O8391531,2025-11-07 08:25:59,2025-11-07 08:25:59,,-91.9,-91.9,GBP,GBP,,Refund,0,BTC973,PBC215,REF39343,8097.86,,,Booked,****, Corrupted 
A003,T158572,O1660711,2025-08-11 06:07:03,2025-08-11 06:07:03,,2500,2500,USD,USD,,Debit,6011,BTC389,PBC431,REF94360,9430.21,,,Booked,PAYROLL LTD,Income 
A003,T279508,O4591976,2025-06-18 11:45:28,2025-06-18 11:45:28,,2500,2500,USD,USD,,Credit,6011,BTC258,PBC690,REF32615,14388.91,,,Failed, PAYROLL LTD,Income
A001,T428628,O9853588,2025-09-13 06:47:39,2025-09-13 06:47:39,2025-09-13 06:47:39,92.67,92.67,GBP,GBP,,Refund,4812,BTC983,PBC601,REF97910,11837.48,,,Booked,Verizon, Mobile / Telecom
A002,T590083,O6290495,2025-05-27 20:09:29,2025-05-28 20:09:29,"May 27, 2025 08:09 PM",2000,2000,EUR,EUR,,Credit,6011,BTC411,PBC398,REF58390,2273.91,,,Booked,payroll ltd,Income
A003,T291029,O2870157,2025-03-26 20:00:16,2025-03-26 20:00:16,,-122.26,-122.26,USD,USD,,Refund,0,BTC740,PBC550,REF50475,-863.14,,,Booked,****,Corrupted 
A001,T426275,O6494025,2025-11-26 13:25:50,2025-11-26 13:25:50,2025-11-26 13:25:50,-78.24,-78.24,GBP,GBP,,Credit,5812,BTC382,PBC878,REF98111,15204.82,Counterparty 31,CP645909,Booked,starbucks , Food & Drink 
A002,T501010,O2568625,2025-12-27 06:57:22,2025-12-27 06:57:22,,-178.02,-178.02,EUR,EUR,,Refund,4812,BTC776,PBC372,REF66904,6239.07,,,Booked,Verizon,Mobile / Telecom 
A002,T976133,O3948116,2025-01-15 17:41:56,2025-01-15 17:41:56,,-343.61,-343.61,EUR,EUR,,Refund,4899,BTC133,PBC483,REF40499,19062.43,,,Booked,Netflix,Streaming / Subscriptions
A003,T749871,O8189001,2025-10-22 10:21:11,2025-10-23 10:21:11,22/10/2025 10:21,2500,2500,USD,USD,,Credit,6011,BTC416,PBC342,REF26260,258.38,,,Booked,payroll ltd,Income
A001,T654567,O8044283,2025-09-01 13:39:04,2025-09-01 13:39:04,,-300.18,-300.18,GBP,GBP,,Debit,4899,BTC811,PBC147,REF10758,8689.48,,,Booked,Netflix,Streaming / Subscriptions
A003,T327233,O3823299,2025-04-17 16:40:32,2025-04-17 16:40:32,,2500,2500,USD,USD,,Transfer,6011,BTC228,PBC774,REF73210,14479.39,,,Booked,PAYROLL LDT, Income 
A003,T434090,O2422629,2025-12-01 06:19:24,2025-12-01 06:19:24,,-698.37,-698.37,USD,USD,,Credit,6011,BTC185,PBC560,REF44953,-516.84,,,Booked,PAYROLL LTD ,Income
A003,T938145,O2393728,2025-08-06 20:57:01,2025-08-06 20:57:01,,-379.71,-379.71,USD,USD,,Refund,6300,BTC428,PBC399,REF93128,-664.93,,,Failed,Health Insurance,Insurance
A002,T878215,O4381305,2025-02-01 06:33:33,2025-02-02 06:33:33,,2500,2500,EUR,EUR,,Refund,6011,BTC801,PBC606,REF28201,14540.27,,,Booked,PAYROLL LTD,Income
A001,T180244,O5529825,2025-04-24 13:00:02,2025-04-24 13:00:02,2025/04/24 13:00:02,-605.32,-605.32,USD,GBP,1.2952,Credit,5942,BTC510,PBC234,REF95888,9594.7,,,Booked,Amazon,Online Shopping
A002,T650269,O8573586,2025-12-05 12:20:36,2025-12-05 12:20:36,2025-12-05 12:20:36,-395.37,-395.37,USD,EUR,0.9806,Debit,4900,BTC405,PBC994,REF20709,13062.53,,,Booked,Electricity Co,Utilities
A003,T668471,O9192588,2025-12-19 19:18:09,2025-12-19 19:18:09,,2000,2000,USD,USD,,Credit,6011,BTC273,PBC243,REF56160,10002.83,,,Booked, payroll ldt,Income
A001,T774392,O1536003,2025-01-07 18:20:16,2025-01-07 18:20:16,,-719.58,-719.58,GBP,GBP,,Refund,5311,BTC171,PBC115,REF22484,16617.54,,,Booked, Target, Retail
A002,T276559,O5153632,2025-09-04 18:48:59,2025-09-04 18:48:59,,-38.8,-38.8,EUR,EUR,,Debit,7230,BTC370,PBC262,REF24010,12618.2,,,Booked,hair slaon ,Personal Care
A002,T325539,O5565271,2025-05-26 11:02:59,2025-05-26 11:02:59,2025/05/26 11:02:59,-18.22,-18.22,EUR,EUR,,Debit,4812,BTC806,PBC705,REF74847,4685.17,,,Booked,veriozn,Mobile / Telecom
A002,T542223,O1584294,2025-06-11 22:52:00,2025-06-12 22:52:00,,-72.7,-72.7,EUR,EUR,,Debit,5812,BTC940,PBC592,REF98509,2434.4,,,Booked, Starbucks ,Food & Drink
A002,T571485,O4840443,2025-12-06 16:47:53,2025-12-06 16:47:53,,-318.07,-318.07,EUR,EUR,,Credit,4900,BTC129,PBC446,REF63533,9349.35,,,Booked,Electricity Co,Utilities
A002,T301224,O1076672,2025-02-21 15:26:44,2025-02-21 15:26:44,,-83.7,-83.7,EUR,EUR,,Credit,5812,BTC456,PBC528,REF49478,19718.67,,,Booked,Strabucks,Food & Drink
A002,T621530,O9367799,2025-02-08 20:07:17,2025-02-08 20:07:17,,-53.34,-53.34,EUR,EUR,,Credit,4812,BTC627,PBC578,REF75308,891.03,,,Booked,Verizon,Mobile / Telecom
A002,T160759,O6801436,2025-05-14 09:35:08,2025-05-15 09:35:08,14/05/2025 09:35,-50,-50,EUR,EUR,,Credit,6012,BTC501,PBC476,REF38010,5535.78,,,Booked,Overdraft Fee , Bank Fees 
A003,T380061,O5573311,2025-11-18 13:24:43,2025-11-19 13:24:43,,-168.23,-168.23,USD,USD,,Credit,6300,BTC725,PBC767,REF66595,4362.22,,,Booked,Health Insurance,Insurance
A001,T935558,O7553173,2025-10-05 15:39:52,2025-10-05 15:39:52,,-1200,-1200,GBP,GBP,,Refund,6513,BTC427,PBC251,REF29213,16107.64,,,Pending,LANDLORD LTD ,Rent / Mortgage
A003,T150063,O3874563,2025-05-04 18:36:59,2025-05-05 18:36:59,,-71.51,-71.51,USD,USD,,Transfer,7230,BTC816,PBC674,REF96164,9510.59,,,Booked,Hair Salon, Personal Care
A002,T590963,O9802632,2025-12-16 14:36:38,2025-12-16 14:36:38,,-54.28,-54.28,EUR,EUR,,Refund,4900,BTC744,PBC762,REF79111,662.85,,,Booked,Electricity Co ,Utilities 
A003,T550557,O7788325,2025-06-09 17:13:06,2025-06-10 17:13:06,,-163.27,-163.27,USD,USD,,Transfer,4812,BTC967,PBC835,REF49366,7155.21,,,Booked,Verizno ,Mobile / Telecom 
A002,T459443,O6635087,2025-02-05 21:09:55,2025-02-05 21:09:55,,-63.44,-63.44,EUR,EUR,,Transfer,5411,BTC954,PBC632,REF40451,9209.12,,,Booked,Tesco , Groceries 
A002,T435631,O7801301,2025-01-24 21:15:05,2025-01-24 21:15:05,2025-01-24 21:15:05,-45.2,-45.2,EUR,EUR,,Refund,4812,BTC729,PBC787,REF15942,5325.04,,,Booked, Verizon,Mobile / Telecom
A003,T398301,O1003282,2025-08-20 20:59:22,2025-08-20 20:59:22,,-66.91,-66.91,USD,USD,,Credit,5812,BTC558,PBC506,REF69297,9869.8,,,Booked,starbucks,Food & Drink
A003,T372315,O6459913,2025-12-17 14:25:14,2025-12-18 14:25:14,2025/12/17 14:25:14,-30.01,-30.01,USD,USD,,Debit,6012,BTC694,PBC203,REF59732,10519.83,,,Booked,Overdraft Fee,Bank Fees
A001,T174928,O1861378,2025-07-17 15:39:48,2025-07-18 15:39:48,,2500,2500,GBP,GBP,,Refund,6011,BTC859,PBC213,REF77936,14649.04,,,Booked, payroll ltd,Income
A001,T666843,O8838205,2025-01-13 22:48:05,2025-01-13 22:48:05,,-213.65,-213.65,GBP,GBP,,Transfer,4899,BTC984,PBC587,REF52624,10519.45,,,Pending,Netflix, Streaming / Subscriptions 
A001,T216556,O8741111,2025-12-01 18:35:32,2025-12-01 18:35:32,01/12/2025 18:35,1500,1500,GBP,GBP,,Transfer,6011,BTC915,PBC281,REF41704,17313.79,,,Booked,PAYROLL LTD,Income 
A003,T287700,O4204180,2025-12-27 12:10:40,2025-12-27 12:10:40,,-290.31,-290.31,EUR,USD,1.3698,Credit,4900,BTC673,PBC997,REF90868,3112.56,,,Booked, Elcetricity Co,Utilities
A002,T529914,O8720280,2025-03-04 20:08:47,2025-03-05 20:08:47,,1131.49,,EUR,EUR,,Credit,5411,BTC835,PBC399,REF60235,7645.57,,,Booked,Tesco, Supermarket
A002,T748388,O5169769,2025-05-11 13:23:42,2025-05-11 13:23:42,,-305.86,-305.86,EUR,EUR,,Refund,4899,BTC816,PBC869,REF46630,9813.19,,,Booked,Netflix,Streaming / Subscriptions
A002,T570777,O9122764,2025-03-19 15:58:15,2025-03-19 15:58:15,,1500,1500,EUR,EUR,,Refund,6011,BTC470,PBC769,REF20019,3825.03,,,Booked,PAYROLL LTD, Income
A003,T643878,O2044906,2025-08-06 22:40:46,2025-08-07 22:40:46,,-620.81,-620.81,USD,USD,,Debit,4899,BTC993,PBC968,REF71814,10778.62,,,Booked,Netflix,Streaming / Subscriptions 
A001,T653327,O8140130,2025-09-15 09:00:41,2025-09-16 09:00:41,,-131.93,-131.93,GBP,GBP,,Debit,6012,BTC681,PBC693,REF91539,17580.78,,,Booked, Overdraft Fee ,Bank Fees
A001,T647312,O9392777,2025-04-18 11:41:54,2025-04-18 11:41:54,"Apr 18, 2025 11:41 AM",-2500,-2500,GBP,GBP,,Transfer,6011,BTC341,PBC214,REF28423,9425.47,,,Booked, payroll ltd ,Income
A002,T306283,O3393173,2025-01-02 12:18:52,2025-01-03 12:18:52,,103.13,103.13,EUR,EUR,,Refund,5942,BTC830,PBC377,REF21272,11289.72,,,Booked, Amazon,Online Shopping 
A003,T840401,O3811691,2025-04-17 22:35:54,2025-04-17 22:35:54,,-49.46,-49.46,USD,USD,,Transfer,5411,BTC405,PBC983,REF46639,9714.38,,,Booked,Tseco, Supermarket
A002,T100063,O7160071,2025-08-15 07:51:45,2025-08-15 07:51:45,,-145.6,-145.6,EUR,EUR,,Credit,0,BTC229,PBC964,REF28551,18700.04,,,Booked,****, Corrupted
A003,T205797,O5037710,2025-08-17 10:46:14,2025-08-17 10:46:14,2025/08/17 10:46:14,-91.23,-91.23,USD,USD,,Credit,7230,BTC884,PBC116,REF90599,8375.26,,,Pending, Hair Salon, Personal Care 
A001,T283800,O3162462,2025-05-20 15:58:55,2025-05-21 15:58:55,,-188.93,-188.93,GBP,GBP,,Credit,5734,BTC394,PBC850,REF69524,12472.75,,,Booked,Adobe , Software / Subscriptions
A002,T675215,O2721596,2025-05-28 16:22:30,2025-05-28 16:22:30,2025-05-28 16:22:30,2500,2500,EUR,EUR,,Refund,6011,BTC856,PBC174,REF80120,14087.05,,,Booked,paryoll ltd,Income 
A003,T429546,O2893232,2025-11-17 12:45:12,2025-11-17 12:45:12,,-924.61,-924.61,USD,USD,,Credit,4121,BTC333,PBC517,REF77403,8783.94,,,Pending,uber,Transit 
A002,T413249,O7684475,2025-10-13 15:15:13,2025-10-14 15:15:13,,1500,1500,EUR,EUR,,Refund,6011,BTC816,PBC134,REF76352,-406.18,,,Booked,payroll ltd,Income 
A002,T523922,O3979023,2025-01-26 17:15:27,2025-01-26 17:15:27,,-511.14,-511.14,EUR,EUR,,Transfer,7997,BTC442,PBC804,REF22073,16095.56,,,Pending, Gmybox,Fitness
A001,T679733,O8695389,2025-08-26 09:24:18,2025-08-27 09:24:18,,-109.07,-109.07,GBP,GBP,,Credit,6012,BTC508,PBC242,REF31499,-620.36,Counterparty 103,CP403959,Booked,overdarft fee ,Bank Fees
A003,T360909,O1069186,2025-01-09 12:48:49,2025-01-09 12:48:49,2025-01-09 12:48:49,-70,-70,USD,USD,,Debit,4121,BTC295,PBC118,REF79603,13564.02,,,Booked, uber,Transit
A002,T858885,O4186766,2025-06-28 10:25:23,2025-06-28 10:25:23,28-06-2025 10:25:23,-185.06,-185.06,EUR,EUR,,Refund,6300,BTC384,PBC333,REF82001,8089.98,,,Booked, Health Insurance,Insurance
A001,T274624,O7875496,2025-10-01 15:17:32,2025-10-01 15:17:32,,-1300,-1300,GBP,GBP,,Debit,6513,BTC415,PBC558,REF15980,15370.59,,,Booked,LANDLORD LTD,Rent / Mortgage
A001,T560905,O1827040,2025-06-24 22:41:56,2025-06-25 22:41:56,,-94.86,-94.86,GBP,GBP,,Refund,7230,BTC883,PBC745,REF77649,17572.35,,,Booked,Hiar Salon, Personal Care
A003,T955932,O7003240,2025-09-03 06:57:53,2025-09-04 06:57:53,2025/09/03 06:57:53,-54.53,-54.53,USD,USD,,Transfer,5812,BTC796,PBC826,REF46848,15976.7,,,Booked,Starbucks ,Food & Drink
A001,T645611,O8924368,2025-06-19 07:42:46,2025-06-19 07:42:46,,-46.97,-46.97,GBP,GBP,,Refund,7230,BTC917,PBC152,REF79174,5655.73,,,Booked,hair salon, Personal Care
A002,T810450,O2103317,2025-12-11 07:28:18,2025-12-11 07:28:18,,2000,2000,EUR,EUR,,Debit,6011,BTC869,PBC949,REF97349,19366.53,Counterparty 101,CP401828,Booked,PAYROLL LTD ,Income
A003,T665163,O9705716,2025-11-26 11:24:30,2025-11-27 11:24:30,,-142.03,-142.03,USD,USD,,Credit,0,BTC600,PBC165,REF79479,14823.67,,,Booked,**** ,Corrupted 
A001,T646579,O3638806,2025-11-14 07:48:27,2025-11-14 07:48:27,,-2000,-2000,GBP,GBP,,Transfer,6011,BTC761,PBC992,REF63284,9439.8,,,Booked, PAYROLL LTD, Income
A001,T702427,O6291817,2025-03-24 13:55:16,2025-03-24 13:55:16,,-49.7,-49.7,GBP,GBP,,Transfer,4121,BTC480,PBC735,REF73214,9306.91,,,Booked,Uebr,Transit
A003,T328621,O9507167,2025-06-21 20:42:13,2025-06-21 20:42:13,2025-06-21 20:42:13,2000,2000,USD,USD,,Transfer,6011,BTC562,PBC620,REF77095,13201.31,,,Booked,PAYROLL LTD,Income 
A003,T542412,O2196822,2025-09-05 12:45:00,2025-09-06 12:45:00,,323.98,323.98,USD,USD,,Transfer,4900,BTC290,PBC947,REF37143,12893.29,Counterparty 116,CP224731,Booked, elcetricity co, Utilities
A002,T417776,O6668452,2025-12-14 14:24:41,2025-12-14 14:24:41,,-69.5,-69.5,EUR,EUR,,Transfer,5812,BTC481,PBC120,REF45203,4887.28,,,Booked,Starbucks,Food & Drink
A003,T910620,O1768805,2025-03-25 16:06:05,2025-03-25 16:06:05,,1500,1500,USD,USD,,Transfer,6011,BTC821,PBC171,REF35203,19689.65,,,Booked,payroll tld,Income 
A001,T914992,O2223386,2025-01-13 16:03:16,2025-01-13 16:03:16,,-87.61,-87.61,GBP,GBP,,Refund,6012,BTC205,PBC135,REF43947,-605.94,Counterparty 187,CP362769,Booked, overdraft fee , Bank Fees
A002,T774721,O3953859,2025-12-16 16:22:16,2025-12-16 16:22:16,,372.33,,EUR,EUR,,Credit,6300,BTC284,PBC161,REF37032,1234.75,,,Booked,health insurance, Insurance
A003,T477943,O5597283,2025-07-11 07:02:06,2025-07-12 07:02:06,,-94.5,-94.5,USD,USD,,Transfer,4111,BTC995,PBC997,REF30837,730.83,,,Booked, Trainline,Transport Services
A001,T286638,O6565260,2025-11-18 06:40:04,2025-11-18 06:40:04,,-135.72,-135.72,GBP,GBP,,Transfer,0,BTC124,PBC570,REF30152,10719.77,Counterparty 19,CP156904,Booked, ****, Corrupted
A002,T398176,O2683918,2025-06-08 13:04:15,2025-06-08 13:04:15,,2500,2500,EUR,EUR,,Refund,6011,BTC855,PBC286,REF82816,7102.34,,,Booked,PAYROLL LTD,Income
A003,T181300,O7090487,2025-08-20 18:10:24,2025-08-21 18:10:24,2025-08-20 18:10:24,2000,2000,USD,USD,,Refund,6011,BTC539,PBC284,REF87510,17832.64,,,Booked,PYAROLL LTD ,Income
A003,T601034,O8412157,2025-05-22 21:41:57,2025-05-22 21:41:57,2025/05/22 21:41:57,-9.89,-9.89,USD,USD,,Refund,5812,BTC589,PBC741,REF61221,3294.45,Counterparty 162,CP966024,Booked,Starbucks, Food & Drink
A002,T402321,O2750356,2025-11-07 10:52:26,2025-11-07 10:52:26,,-37,-37,EUR,EUR,,Transfer,5541,BTC776,PBC987,REF19781,3787.55,,,Booked,Shell Fuel,Fuel 
A003,T445280,O6240913,2025-12-09 07:40:16,2025-12-09 07:40:16,,1500,1500,USD,USD,,Refund,6011,BTC256,PBC536,REF85090,10386.91,,,Pending,PAYROLL LTD,Income
A002,T921417,O4511583,2025-09-07 08:37:09,2025-09-07 08:37:09,,2500,2500,EUR,EUR,,Debit,6011,BTC784,PBC584,REF90725,19770.83,,,Pending, PAYROLL LTD,Income
A002,T529914,O8720280,2025-03-04 20:08:47,2025-03-05 20:08:47,,1131.49,,EUR,EUR,,Credit,5411,BTC835,PBC399,REF60235,7645.57,,,Booked, tesco, Groceries
A003,T493247,O2976835,2025-11-26 18:22:37,2025-11-27 18:22:37,,109.13,109.13,USD,USD,,Debit,5812,BTC691,PBC635,REF10932,13443.1,,,Booked,Starbucks ,Food & Drink
A003,T927043,O2701688,2025-12-27 16:28:00,2025-12-27 16:28:00,,-26.74,-26.74,USD,USD,,Debit,5411,BTC659,PBC484,REF56036,2415.79,,,Booked, Tesco,Grocery
A001,T144791,O9427002,2025-11-04 13:50:37,2025-11-04 13:50:37,04/11/2025 13:50,-3.23,-3.23,GBP,GBP,,Transfer,5411,BTC916,PBC203,REF80125,5882.55,,,Booked, Tesco , Grocery 
A003,T471093,O3865798,2025-07-04 17:37:26,2025-07-05 17:37:26,,-102.68,-102.68,USD,USD,,Credit,5411,BTC646,PBC493,REF62330,1905.68,,,Booked,tesco,Food Store
A003,T416006,O8784878,2025-11-28 07:21:05,2025-11-28 07:21:05,,-121.13,-121.13,USD,USD,,Refund,0,BTC153,PBC271,REF25203,14669.16,,,Pending,****,Corrupted
A002,T749860,O1291870,2025-08-25 15:00:09,2025-08-25 15:00:09,,-18.61,-18.61,EUR,EUR,,Credit,7230,BTC452,PBC565,REF39133,19842.3,Counterparty 23,CP267216,Booked,hair salon, Personal Care 
A003,T525151,O4020528,2025-03-12 09:42:14,2025-03-12 09:42:14,12/03/2025 09:42,2000,2000,USD,USD,,Credit,6011,BTC270,PBC364,REF17328,17448.69,,,Booked, PAYROLL LTD,Income 
A002,T486178,O2488612,2025-11-17 12:55:07,2025-11-17 12:55:07,,-467.92,-467.92,EUR,EUR,,Transfer,5942,BTC239,PBC678,REF14947,12493.19,,,Booked, Amazon,Online Shopping
A002,T951405,O2450419,2025-12-01 17:46:35,2025-12-01 17:46:35,,-1200,-1200,EUR,EUR,,Credit,6513,BTC757,PBC797,REF96140,8843.52,,,Booked, ALNDLORD LTD ,Rent / Mortgage
A002,T493674,O2126904,2025-08-24 16:36:47,2025-08-24 16:36:47,,2500,2500,EUR,EUR,,Debit,6011,BTC978,PBC321,REF89150,9678.93,,,Pending,PAYROLL LTD,Income
A003,T236889,O1424293,2025-09-26 18:53:48,2025-09-27 18:53:48,,2000,2000,USD,USD,,Refund,6011,BTC685,PBC491,REF20324,12323.73,,,Booked, PAYROLL LTD,Income
A002,T440904,O3067693,2025-04-08 07:46:04,2025-04-09 07:46:04,,-81.97,-81.97,EUR,EUR,,Refund,4812,BTC247,PBC250,REF68598,6953.22,,,Booked, Verizon,Mobile / Telecom 
A002,T401198,O4346315,2025-09-19 13:15:03,2025-09-20 13:15:03,,-108.81,-108.81,EUR,EUR,,Transfer,5411,BTC588,PBC766,REF72350,4993.72,,,Failed,Tesco,Groceries 
A001,T151332,O8877614,2025-02-05 20:14:44,2025-02-06 20:14:44,2025-02-05 20:14:44,1380.31,,GBP,GBP,,Refund,4812,BTC458,PBC135,REF76489,-43.2,,,Booked,Verizon,Mobile / Telecom
A002,T520873,O6550325,2025-12-27 07:51:44,2025-12-27 07:51:44,,-20.12,-20.12,EUR,EUR,,Transfer,5734,BTC375,PBC611,REF98491,14156.66,,,Booked,adobe,Software / Subscriptions
A003,T476353,O9980912,2025-07-21 06:59:02,2025-07-22 06:59:02,2025-07-21 06:59:02,836.93,,USD,USD,,Transfer,5812,BTC224,PBC680,REF73185,7412.91,,,Pending,Starbucks,Food & Drink
A001,T631021,O4703279,2025-04-24 19:27:31,2025-04-24 19:27:31,,2014.14,,GBP,GBP,,Credit,5942,BTC886,PBC426,REF50438,7928.18,,,Booked,amazno,Online Shopping
A003,T872533,O7903721,2025-04-02 16:49:23,2025-04-02 16:49:23,2025-04-02 16:49:23,-835.07,-835.07,USD,USD,,Refund,5812,BTC855,PBC429,REF96014,9504.02,,,Booked,Starbucks, Food & Drink
A002,T600695,O7490389,2025-06-25 13:58:23,2025-06-26 13:58:23,,-455.83,-455.83,EUR,EUR,,Transfer,5712,BTC160,PBC175,REF81761,-74.13,,,Booked,IKEA,Home Furnishing
A001,T624773,O8571416,2025-03-06 17:06:48,2025-03-06 17:06:48,,-251.05,-251.05,GBP,GBP,,Refund,5712,BTC216,PBC883,REF33458,9726.37,,,Booked,IEKA, Home Furnishing 
A003,T897286,O8491253,2025-02-14 10:11:04,2025-02-14 10:11:04,,-23.6,-23.6,USD,USD,,Refund,5812,BTC192,PBC582,REF24669,11350.68,,,Pending,Starbucks ,Food & Drink
A003,T387211,O1079984,2025-03-24 18:39:39,2025-03-24 18:39:39,,-263.26,-263.26,EUR,USD,1.2078,Credit,4900,BTC408,PBC624,REF37864,8541.75,,,Booked,Electricity Co,Utilities
